time,text,user,location,platform,tweet id,following,followers
2022-07-05T08:45:02,Listen in to another edition of #FortiGuardLabs' Threat Intelligence Podcast with Jonas Walker and Aamir Lakhani as they discuss the recent #Follina vulnerability as well as zero-click and macro enabled attack techniques.  https://t.co/fRckDM3fiS https://t.co/5Bfdj3Fbsb,OberbergOnline,No Data,twitter,1.5442409271952384e+18,231.0,107.0
2022-07-05T06:30:02,Listen in to another edition of #FortiGuardLabs' Threat Intelligence Podcast with Jonas Walker and Aamir Lakhani as they discuss the recent #Follina vulnerability as well as zero-click and macro enabled attack techniques.  https://t.co/PFPB1M88nX https://t.co/gGrZel1SnX,iMatrixVienna,No Data,twitter,1.5442069527161815e+18,243.0,30.0
2022-07-05T03:00:00,#Follina Zero-Day Weaponizes #Microsoft Help Tool. Learn more. https://t.co/9r6LkJYHMe,joanndoan,No Data,twitter,1.5441540972674785e+18,1053.0,1593.0
2022-07-05T00:40:05,"The latest update for #Cyberint includes ""XFiles Stealer Campaign Abusing Follina"" and ""BlackGuard Stealer Targets the #Gaming Community"".
 
#Cybersecurity #ThreatActors #ThreatIntelligence https://t.co/b8LjTMuLJU",opsmatters_uk,No Data,twitter,1.5441188870039675e+18,2685.0,2703.0
2022-07-04T18:46:52,XFiles info-stealing #malware adds support for Follina delivery https://t.co/0PFGf1AIut #Sec_Cyber,CyberSecDN,No Data,twitter,1.544029997068718e+18,185.0,27958.0
2022-07-04T17:30:01,"📰 Conoce nuestras noticias destacadas del mes de JUNIO

✅ Repasamos la preocupación que generó el descubrimiento de la vulnerabilidad crítica “Follina” y qué pasó en Costa Rica con la ola de ataques de ransomware, entre otros temas.

Accede a WLS 👉 https://t.co/3xKKkffOoM https://t.co/HQd9BhCpkO",ESETLA,No Data,twitter,1.544010657045037e+18,16096.0,34215.0
2022-07-04T16:05:33,Russian Hackers Exploiting Microsoft Follina Vulnerability Against Ukraine https://t.co/EOuYciW7HS #cybersecurity #infosec,jtruglio,No Data,twitter,1.5439894013357384e+18,1243.0,1461.0
2022-07-04T15:05:36,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More. via #DarkReading #CyberSecurityhttps://t.co/f7wxcmYUcN",phoneguymark,No Data,twitter,1.543974312771715e+18,392.0,497.0
2022-07-04T14:13:25,"CVE-2022-30190, AKA Follina, Uses Macro-less Word Docs to Drop RCE Files https://t.co/EGckv3UZ3s",CEOofDSS,No Data,twitter,1.5439611811650683e+18,434.0,165.0
2022-07-04T12:19:42,Firefox 102 fixes address bar spoofing security hole (and helps with Follina!) https://t.co/5BKDF4FUcG #security #data #hacking #hacker,SalMancuso,United States,twitter,1.5439325630344765e+18,122.0,6593.0
2022-07-04T11:26:51,"🚨New threat actor alert🚨 

Our team discovered a new Russian-region-based cyber group looking to expand. 

The group is selling a stealer called #XFiles to exploit the Follina vulnerability.

https://t.co/bwRXW1S6S4

@BleepinComputer #cyberthreat #cyberprotection",cyber_int,No Data,twitter,1.5439192640165683e+18,626.0,1248.0
2022-07-04T10:45:46,"Инфостилер XFiles атакует Windows с помощью уязвимости Follina
https://t.co/iwRkAfbDG1",itsecru,No Data,twitter,1.5439089257575956e+18,42.0,2197.0
2022-07-04T10:36:31,"A Microsoft Warning, Follina, Atlassian, and More #Cybersecurity #security via https://t.co/KDUhFaFE1M https://t.co/pc2IZjPHpE",cornichecorp,No Data,twitter,1.5439065976002191e+18,3995.0,4168.0
2022-07-04T06:44:33,Follina — a Microsoft Office code execution vulnerability https://t.co/xyPjxoxr75,reverseame,No Data,twitter,1.543848219993596e+18,1.0,3720.0
2022-07-04T01:00:00,"See how #BlackBerry protects customers from #Follina through our prevention-first, #AI-driven approach to #cybersecurity.

Watch the full video to learn more about this zero-day attack &amp; how BlackBerry stops the attack before it happens. #prevent1st https://t.co/2um3HKrug8",joanndoan,No Data,twitter,1.543761511813972e+18,1053.0,1593.0
2022-07-03T22:16:35,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/wQ5jWddstu",CSODailyReading,No Data,twitter,1.5437203863820739e+18,25.0,0.0
2022-07-03T22:00:56,Microsoft Releases a Home windows Replace to Repair 'Follina' Vulnerability Actively Exploited by means of Hackers https://t.co/t8fzLlH4OW,ManoranjanNews1,No Data,twitter,1.543716448538878e+18,69.0,7.0
2022-07-03T21:09:23,Microsoft patches Follina threat in latest Patch Tuesday release: #machinelearning #ai #iot mt: @MikeQuindazzi https://t.co/7kHCXRjb6y https://t.co/Z4UzalDiwV,ArceoChoya,No Data,twitter,1.5437034730147226e+18,482.0,1095.0
2022-07-03T21:09:00,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More

#cybersecurity #infosec #hacker #cyberattack #phishing #cybercrime #malware #ransomware 

https://t.co/KgUnOIMTBX",LanceSchukies,No Data,twitter,1.5437033764156908e+18,232.0,517.0
2022-07-03T19:56:04,"The ""Follina"" Vulnerability: Microsoft Support Diagnostic Tool Alert For Zero Day... https://t.co/J0Cj9km4Kk By @lewisbrisbois",LawNewsAmerica,No Data,twitter,1.543685022447698e+18,1225.0,2190.0
2022-07-03T19:45:36,"「ICYMI：Microsoftの警告、Follina、Atlassianなど」
https://t.co/nrjXRV1bDz",foxbook,No Data,twitter,1.5436823878166815e+18,265.0,1426.0
2022-07-03T18:40:10,"XFiles info-stealing malware adds support for Follina delivery

The XFiles info-stealer malware has added a delivery module that exploits CVE-2022-30190, aka Follina, for dropping the payload on target computers. [...]

via BleepingComputer (author: Bill Toulas).",mgdhermes,No Data,twitter,1.5436659217677517e+18,5007.0,88.0
2022-07-03T18:18:02,Zero-Day ‘Follina’ Bug Lays Older Microsoft Office Versions Open to Attack https://t.co/XGtNhCEZHL,CybriantMSSP,No Data,twitter,1.543660353283707e+18,1691.0,870.0
2022-07-03T18:01:25,"What's going on with Follina?

How are hackers are using it, what they are doing right now, and what you can do to protect yourself from this unpatched exploit?

Find out more information!

#Follina #Microsoft #vulnerability #cybersecurity

👇👇👇

https://t.co/xYrskcXZ1K https://t.co/YUADDruVOH",xactitsolutions,No Data,twitter,1.543656172590334e+18,5124.0,2697.0
2022-07-03T17:44:03,Attackers are leveraging Follina. What can you do?: As the world is waiting for… https://t.co/lrXylNsB8N @RedSeal_co #cybersecurity #infosec https://t.co/KOdYo3I9WG,goprivacy1,No Data,twitter,1.5436517987280527e+18,264.0,365.0
2022-07-03T17:30:21,"A Microsoft Warning, Follina, Atlassian, and More #Cybersecurity #security  https://t.co/rEAOmASD5K",cybersecboardrm,No Data,twitter,1.543648354084741e+18,17042.0,46190.0
2022-07-03T17:16:33,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/Ulo6AiPyCz #malware #cyber #infosec #cybersecurity",jhondarred,No Data,twitter,1.5436448800643727e+18,2127.0,414.0
2022-07-03T15:29:59,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/EEaUs5isPY",Yfareau,No Data,twitter,1.543618061940441e+18,224.0,344.0
2022-07-03T13:59:37,XFiles Stealerによる情報窃取にFollina脆弱性が使用されている。XFilesは2021年末から広範に使用されており、販売元はロシア地域で、$5/週、$10/月または$20/6か月のサブクスで提供。Follina脆弱性の悪用コードは安価、又は無料で配布されている。データ抽出はTelegram宛。 https://t.co/de1eukiJnk,__kokumoto,No Data,twitter,1.5435953199756206e+18,257.0,582.0
2022-07-03T13:34:01,XFiles Stealer Campaign Abusing Follina https://t.co/VMWbVgfHkV,Cyber_O51NT,No Data,twitter,1.543588878866559e+18,291.0,6965.0
2022-07-03T12:08:51,XFiles: il malware si aggiorna per sfruttare Follina | https://t.co/IS0ttAz32h https://t.co/0NhXkj8VXS,andreastoolbox,No Data,twitter,1.5435674451972997e+18,7.0,2643.0
2022-07-03T10:46:22,#Firefox 102 fixes address bar spoofing security hole (and helps with Follina!) https://t.co/PUW1P9egUc #Sec_Cyber,CyberSecDN,No Data,twitter,1.5435466872636498e+18,185.0,27958.0
2022-07-03T10:35:02,"The #XFiles #malware adds support for #Follina.
#CyberSecurity #infosec #cybercrime
https://t.co/VJVaqop0qA https://t.co/FsbrFIFA6E",twelvesec,No Data,twitter,1.5435438344199045e+18,747.0,1333.0
2022-07-03T09:30:00,"What's happening? The @Cybereason team is investigating a #MicrosoftOffice code execution vulnerability, dubbed Follina.

https://t.co/55RWbOGy3Y

#RNSBytes #CyberSecurity #Secure #BlogPost #research #cybercrime #SafeCyber https://t.co/IEXedOJlp3",RNS_Tech,No Data,twitter,1.5435274693696061e+18,224.0,234.0
2022-07-03T06:30:07,Russia's APT28 Launches Nuke-Themed Follina Exploit Campaign https://t.co/xkRHwEuDkZ https://t.co/7J6dyHlvRP,netforces,No Data,twitter,1.5434821987281183e+18,1903.0,1106.0
2022-07-03T02:39:33,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/wwjf2o2RMV",_waynenordstrom,No Data,twitter,1.5434241749321277e+18,745.0,117.0
2022-07-03T02:15:01,XFiles info-stealing malware adds support for Follina delivery https://t.co/E2MzKD1LGR,PatrickCMiller,No Data,twitter,1.5434180006147686e+18,2853.0,8050.0
2022-07-03T02:04:04,"Weekly #Cybersituationalawareness highlights
- APT28 Uses Fear of Nuclear War to Spread ‘Follina’ in Ukraine
- AMD Investigating Claims of Data Being Stolen
- Mitel VoIP Zero-Day Being Exploited
#cyberwar #cyberwarefare #databreaches #mitelVOIP #malware 
https://t.co/sfuLflS4RM",cyfirma,No Data,twitter,1.5434152470502523e+18,316.0,467.0
2022-07-02T22:23:17,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/3dts7jo5pR",RenatomrfNeves,No Data,twitter,1.543359683435561e+18,115.0,45.0
2022-07-02T20:45:11,"ICYMI: A #Microsoft Warning, Follina, Atlassian, and More https://t.co/a0SBKQ939F #DarkReading",SecurityNewsbot,No Data,twitter,1.5433349949400883e+18,9339.0,15426.0
2022-07-02T20:45:00,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/islrUspfdQ #infosec #security #dark",NotTruppi,No Data,twitter,1.5433349511516242e+18,3733.0,4194.0
2022-07-02T20:37:36,Russian Hackers Exploiting Microsoft Follina Vulnerability Against Ukraine https://t.co/BxEtfSLR0L,BrandenParker,No Data,twitter,1.5433330860747325e+18,207.0,109.0
2022-07-02T20:24:36,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/gp7KtNGbqT #Cybersecurity #cmmc https://t.co/lQMry68otG",stealth_iss,No Data,twitter,1.5433298169837896e+18,798.0,417.0
2022-07-02T19:04:39,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More: Dark Reading's digest of the other don't-miss stories of the week, including YouTube account takeovers and a sad commentary on cyber-pro hopelessness. https://t.co/eGg5rRhLPY",RW_Security,No Data,twitter,1.5433096959594373e+18,92.0,180.0
2022-07-02T19:00:52,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More - DARKReading https://t.co/OFxP8cbXDK #TEAM",releaseteam,No Data,twitter,1.543308742304813e+18,551.0,14072.0
2022-07-02T18:29:48,"A Microsoft Warning, Follina, Atlassian, and More - https://t.co/UTSz7fekys - #cyber #cybernews #cybersecurity #cyberdefense #cyberattack #integraldefence https://t.co/ST5ykWrl1T",IntegralDefence,No Data,twitter,1.5433009278426522e+18,131.0,52.0
2022-07-02T16:35:01,"Follina, microsoft office vulnerability, also affects foxit pdf reader; no patches available https://t.co/xZhXzA24sz",predelahabana,No Data,twitter,1.543272038802096e+18,556.0,476.0
2022-07-02T16:34:35,"A Microsoft Warning, Follina, Atlassian, and More https://t.co/1xB4oyHsaO https://t.co/WtHg71lEFb",evanderburg,No Data,twitter,1.54327193064337e+18,144.0,53341.0
2022-07-02T16:30:09,"New post: A Microsoft Warning, Follina, Atlassian, and More https://t.co/WoWwTHFq2q",spinsafe,No Data,twitter,1.543270813192831e+18,14.0,64.0
2022-07-02T15:59:12,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/t2ijhealhQ",lawyhak,No Data,twitter,1.5432630260860396e+18,223.0,223.0
2022-07-02T14:28:09,@roberto_bertuol Fra a Follina si sta da Dio con rumore di cicale,torpedovick,No Data,twitter,1.5432401122130412e+18,293.0,196.0
2022-07-02T09:24:06,"Proud to share that my research on #XFiles info stealer delivered via #follina was published on @BleepinComputer 

https://t.co/t8MTrIgCX0

#CyberSecurity #threathunting  #informationsecurity",LikelyMalware,No Data,twitter,1.5431635977481626e+18,169.0,27.0
2022-07-02T08:47:01,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/5jVAAcRPbN #cybersecurity #cyberthreats #cyberattacks via @DarkReading",hacking_future,No Data,twitter,1.5431542631525417e+18,2018.0,1780.0
2022-07-02T07:27:15,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/78Hxmv75EW",techy0_0geek,No Data,twitter,1.543134190128038e+18,1209.0,215.0
2022-07-02T07:23:33,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/PgVBFfW5zj",bug_less,No Data,twitter,1.5431332567989494e+18,1952.0,1456.0
2022-07-02T07:22:22,"RT ICYMI: A Microsoft Warning, Follina, Atlassian, and More: https://t.co/tv3xW5sI7l by @wirelesswench",pmenonkp,No Data,twitter,1.5431329585880105e+18,189.0,412.0
2022-07-02T07:10:02,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More - Dark Reading: Among sectors, heavy industry faced the highest volume of cyberattacks (51%). Those attacks take many forms, too: 27% of firms have seen an ... https://t.co/W8Muzbwfq5 EXETLOS",Exetlos_GDA,No Data,twitter,1.5431298570888438e+18,81.0,126.0
2022-07-02T07:04:50,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More: https://t.co/MkTsYTmQO9 by @wirelesswench",cyberintel,No Data,twitter,1.5431285497286902e+18,51.0,1297.0
2022-07-02T07:02:20,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/CDXwKWqeBJ #news #cybersecurity #infosec https://t.co/cVFoMAQPF9  https://t.co/8tELYDrWGg  #RaviVisvesvarayaSharadaPrasad #IoT #IIoT #InternetOfThings #IndustrialInternetOfThings #QuantumComputing #CloudCom…",rvp,No Data,twitter,1.5431279192494653e+18,4958.0,4626.0
2022-07-02T06:14:48,"A Microsoft Warning, Follina, Atlassian, and More https://t.co/PpVDJoDSqW",proxy_fast,No Data,twitter,1.5431159560791818e+18,0.0,4.0
2022-07-02T05:50:00,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/XH55Pa7TWQ #cybersecurity #security #infosec via @DarkReading",hacking_future,No Data,twitter,1.5431097171779092e+18,2018.0,1780.0
2022-07-02T05:38:29,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/9Ss7z0nPmP",LudovicoLoreti,No Data,twitter,1.5431068189515858e+18,324.0,4117.0
2022-07-02T02:10:43,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More - https://t.co/7sENYYWAFT https://t.co/ip474NGGlI",CisoInvisible,No Data,twitter,1.5430545298469765e+18,26.0,36.0
2022-07-02T00:38:07,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More - DARKReading https://t.co/mICO9bi2ZL",Security_Sleuth,No Data,twitter,1.5430312261472502e+18,2040.0,1905.0
2022-07-02T00:30:11,"A Microsoft Warning, Follina, Atlassian, and More 
https://t.co/ZyaGcp0nZ9
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom
 
There's no such thing as a slow week for cybercrime, which means that covering the waterfront on all of the threat in... https://t.co/D5sgcbfrBa",channel969,No Data,twitter,1.543029231227179e+18,14.0,117.0
2022-07-02T00:13:40,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More:

https://t.co/AnbfyAsyFD",cadmiumadvtech,No Data,twitter,1.543025075657515e+18,49.0,175.0
2022-07-02T00:08:54,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/9ZnJ4KxFvW via @darkreading  #follina #Atlassian #microsoft #ICYMI #CYBERTHREAT #cybersecurity #ciso #cso #cto #cio #sysadmin",ChiNetworks,No Data,twitter,1.543023873238655e+18,997.0,1169.0
2022-07-01T23:42:42,"Bir Microsoft Uyarısı, Follina, Atlassian ve Daha Fazlası https://t.co/wNRaBd20r7",teknomers,No Data,twitter,1.543017282049278e+18,16.0,489.0
2022-07-01T22:55:05,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/gH2mBwbWGg",legalh4ck3r,No Data,twitter,1.543005297295274e+18,90.0,1639.0
2022-07-01T22:46:01,"In May, the vulnerability #Follina was discovered in Microsoft systems. Join SimSpace for #thursdaythreatcast July 7 at 1:00 pm ET, as they dive into offensive exploits and defensive remediations to defend with confidence against the Follina vulnerability. https://t.co/K45xrTKee0 https://t.co/w3JRyO6hoO",SimSpaceCorp,No Data,twitter,1.543003016332288e+18,184.0,462.0
2022-07-01T22:43:02,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/PUmta5wc8p",Richard99489574,No Data,twitter,1.5430022679507968e+18,15.0,2.0
2022-07-01T22:41:26,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More via /r/cybersecurity_news https://t.co/nR1l57nOeu #CyberSecurityNews",rcybersecnews,No Data,twitter,1.5430018643078922e+18,90.0,35.0
2022-07-01T22:40:57,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More
 https://t.co/ITFoPIvJ9c",Alan_Nishihara,No Data,twitter,1.5430017403954586e+18,44.0,260.0
2022-07-01T22:23:15,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/uUt8GOHaOf",secalertsasia,No Data,twitter,1.5429972890520207e+18,40.0,235.0
2022-07-01T22:20:30,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More (Dark Reading)

There's no such thing as a slow week for cybercrime, which means that covering the waterfron...

Add your highlights:
https://t.co/YMMAJgXXLQ
 #infosec #informati...",InfoSec_b,No Data,twitter,1.542996596811391e+18,7741.0,7519.0
2022-07-01T22:20:29,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More (Dark Reading)

There's no such thing as a slow week for cybercrime, which means that covering the waterfron...

Add your highlights:
https://t.co/5oJMlD1Smr
 #Privacy #privacyte...",PrivacyPro_b,No Data,twitter,1.5429965915014595e+18,8765.0,8399.0
2022-07-01T22:14:38,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More: https://t.co/CiaDuO2DPm by @wirelesswench via @DarkReading",_DrFrusci,No Data,twitter,1.5429951197203374e+18,3809.0,3076.0
2022-07-01T22:14:00,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More: https://t.co/StCkMlOQu6 by @wirelesswench",DarkReading,No Data,twitter,1.5429949588602962e+18,44.0,296203.0
2022-07-01T22:11:33,"#cybersecurite
DarkReading posted ""ICYMI: A Microsoft Warning, Follina, Atlassian, and More"" 
Full version: https://t.co/LTv47zubAK",InfoSecPhysa,No Data,twitter,1.5429943442731254e+18,8.0,62.0
2022-07-01T22:04:06,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/Vb6dDB4TYc",sameedboas,No Data,twitter,1.542992469855535e+18,539.0,66.0
2022-07-01T22:02:07,"ICYMI: una advertencia de Microsoft, Follina, Atlassian y más https://t.co/YCnDgpNE30",ddearce,No Data,twitter,1.5429919690514637e+18,416.0,141.0
2022-07-01T22:02:05,"ICYMI: una advertencia de Microsoft, Follina, Atlassian y más https://t.co/HopHzEz6Cz",DemianBlg,No Data,twitter,1.5429919626970726e+18,2778.0,835.0
2022-07-01T21:58:39,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/8zXwyVNi2K #security",jsin,No Data,twitter,1.542991098532057e+18,899.0,901.0
2022-07-01T21:50:04,"https://t.co/PUFnom5ix7 ICYMI: A Microsoft Warning, Follina, Atlassian, and
More #cybersecurity",netsecu,No Data,twitter,1.5429889351939236e+18,295.0,4089.0
2022-07-01T21:42:48,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More
https://t.co/UydJpDGVAb",OsbourneOn,No Data,twitter,1.5429871066366607e+18,162.0,24.0
2022-07-01T21:39:25,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/AMj4bxuJ81",sandiegoAaronG,No Data,twitter,1.5429862574578115e+18,57.0,16.0
2022-07-01T21:37:07,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More: Dark Reading's digest of the… https://t.co/8BI1VZohe3 #cybersecurity #infosec https://t.co/vdoSDK2OLJ",deb_infosec,No Data,twitter,1.5429856766179615e+18,3135.0,5390.0
2022-07-01T21:36:19,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/Dk9PHe0GzN",IT_securitynews,No Data,twitter,1.5429854755557908e+18,616.0,10127.0
2022-07-01T21:35:14,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More: https://t.co/ahTSyz0qa2 by Dark Reading #infosec #software #technology",Alevskey,No Data,twitter,1.542985202431058e+18,1341.0,28369.0
2022-07-01T21:34:19,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More

https://t.co/kuMiDB4mnJ",privsecnews,No Data,twitter,1.5429849721260974e+18,4529.0,1055.0
2022-07-01T21:33:44,"A Microsoft Warning, Follina, Atlassian, and More https://t.co/9MGvyQ0q2O",massblogxyz,No Data,twitter,1.542984826491478e+18,3238.0,307.0
2022-07-01T21:31:18,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/UT7X7J9KES",secalertsasia,No Data,twitter,1.5429842126550958e+18,40.0,235.0
2022-07-01T21:31:03,"Attacks and Breaches ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/w0u20yaVTP",PAUL_CSFI,No Data,twitter,1.5429841508310426e+18,2318.0,2691.0
2022-07-01T21:30:07,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/22DGZF2qxg",tape_sec,No Data,twitter,1.5429839160085258e+18,132.0,33.0
2022-07-01T21:28:34,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/mICO9bi2ZL",Security_Sleuth,No Data,twitter,1.5429835254938706e+18,2040.0,1905.0
2022-07-01T21:25:35,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More: Dark Reading's digest of the other don't-miss stories of the week, including YouTube account takeovers and a sad commentary on cyber-pro hopelessness. https://t.co/g7ghSAXYBe https://t.co/KIp8EELof0",cipherstorm,No Data,twitter,1.5429827769782272e+18,1903.0,2598.0
2022-07-01T21:25:35,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/wgDKbT8f7Y https://t.co/ki6xQ8uhqY",evanderburg,No Data,twitter,1.5429827749355643e+18,144.0,53341.0
2022-07-01T21:25:02,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/gewHAiP9ob",Threat_IQ,No Data,twitter,1.5429826385787658e+18,19.0,63.0
2022-07-01T21:25:02,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/57YJ2yjyA9",SecurityIdeals,No Data,twitter,1.5429826379537695e+18,37.0,1344.0
2022-07-01T21:24:11,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/OjrDGfQUIo",pacosite,No Data,twitter,1.542982422614233e+18,10.0,84.0
2022-07-01T21:23:37,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/iwO08XgbBc #news #cybersecurity #infosec https://t.co/MS2oT8zttA",DeepFriedCyber,No Data,twitter,1.542982278464213e+18,2741.0,1897.0
2022-07-01T21:23:26,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/YTZZR7bMyg",MrsYisWhy,No Data,twitter,1.5429822354098422e+18,1777.0,3107.0
2022-07-01T21:21:47,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/YSFVS7Zerh",senthenes,No Data,twitter,1.5429818206056612e+18,925.0,702.0
2022-07-01T21:21:45,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/WVs2wBPPgq",PrivacySage,No Data,twitter,1.5429818113194803e+18,79.0,25.0
2022-07-01T21:20:13,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More

https://t.co/JsLGh6WHg7

#Cyber #Security #CyberSecurity #CyberEngineer #TechBlog #SecurityBlog #DarkReading",weeklycyber,No Data,twitter,1.5429814250241884e+18,128.0,29.0
2022-07-01T21:19:00,"The latest update for #SumoLogic includes ""#SIEM vs #SOAR : Evaluating #securitytools for the modern SOC"" and ""Follina - CVE-2022-30190"".
 
#Cybersecurity #Logging #threatdetection #DevOps https://t.co/otgDeQ22x1",opsmatters_uk,No Data,twitter,1.5429811166001234e+18,2685.0,2703.0
2022-07-01T21:17:36,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More: Dark Reading's digest of the other don't-miss stories of the week, including YouTube account takeovers and a sad commentary on cyber-pro hopelessness. https://t.co/PVuYXGALN4 https://t.co/7mW4mUAqe1",shah_sheikh,No Data,twitter,1.5429807667699425e+18,183.0,1748.0
2022-07-01T21:17:36,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/wuUZidVcle https://t.co/ol40e6MNAG",Xc0resecurity,No Data,twitter,1.5429807655913185e+18,247.0,5402.0
2022-07-01T21:17:36,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More: Dark Reading's digest of the other don't-miss stories of the week, including YouTube account takeovers and a sad commentary on… https://t.co/MWvBKCi2pW #vulnerabilitiesthreats #applicationsecurity #attacksbreaches https://t.co/PxEWJFBdcw",AquiaSolutions,No Data,twitter,1.5429807655661322e+18,129.0,172.0
2022-07-01T21:17:36,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/CVFyYWnM5k https://t.co/ky2BieORB3",thedpsadvisors,No Data,twitter,1.5429807651047588e+18,154.0,142.0
2022-07-01T21:17:35,"ICYMI: A Microsoft Warning, Follina, Atlassian, and More https://t.co/q15GGjpbyt https://t.co/GsOPBj0QCY",RigneySec,No Data,twitter,1.5429807633054638e+18,877.0,547.0
2022-07-01T20:55:59,"Researchers at @Cyber_int found the #XFiles infostealer #malware has added a delivery module that exploits CVE-2022-30190, aka #Follina, to download the payload, execute it, and also create persistence on the target machine.
#CyberSecurity #InfoSec https://t.co/gVzF5BaRm0",MichaelGouldCRI,No Data,twitter,1.5429753273869804e+18,1299.0,630.0
2022-07-01T20:31:11,@firefox has been updated to protect against #Follina vulnerability which gave powershell access. So update your browsers ASAP.,humzakt,No Data,twitter,1.542969085998207e+18,324.0,50.0
2022-07-01T19:25:01,"What's happening? The Cybereason team is investigating a #MicrosoftOffice code execution vulnerability, dubbed Follina https://t.co/Vd1b0ZQwJ5 #research #cybercrime",cybereason,No Data,twitter,1.5429524333153649e+18,1403.0,16263.0
2022-07-01T18:07:04,"You've heard of a ""one-hit wonder,"" but what about a one-CLICK wonder?

Recently discovered ""Follina"" is unique because of its ability to execute without the end-user enabling macros.

Learn more: https://t.co/UI3b0wCP6z 

#Cybersecurity #ZeroDay #Microsoft",Votiro,No Data,twitter,1.5429328152512102e+18,1097.0,720.0
2022-07-01T18:05:31,#Firefox 102 fixes address bar #spoofing security hole (and helps with #Follina!) https://t.co/yK8vbj0n5k by @NakedSecurity,peterjmsimons,No Data,twitter,1.542932426787328e+18,952.0,911.0
2022-07-01T17:30:00,"XFiles info-stealing malware adds support for Follina delivery

https://t.co/lO3fRNrcCq",thenewoil1,No Data,twitter,1.5429234884988314e+18,86.0,3293.0
2022-07-01T17:00:00,"XFiles info-stealing malware adds support for Follina delivery
via @BleepinComputer
#Proficio #ThreatNews #Cybersecurity #MSSP #MDR
https://t.co/1GzD5H5cVs",proficioinc,No Data,twitter,1.5429159394858598e+18,616.0,952.0
